Report Date,Variant,Greek Letter Name,Health District,Region Name,Number of Infections,Number of Hospitalizations,Number of Deaths
11/19/2021,B.1.429,Epsilon,Chickahominy,Central,0,0,0
11/19/2021,P.1,Gamma,Lenowisco,Southwest,2,1,1
11/19/2021,B.1.526,Iota,Pittsylvania-Danville,Southwest,9,1,0
11/19/2021,B.1.427,Epsilon,Crater,Central,4,0,0
11/19/2021,B.1.351,Beta,Eastern Shore,Eastern,2,0,0
11/19/2021,B.1.617.1,Kappa,Virginia Beach,Eastern,0,0,0
11/19/2021,B.1.427,Epsilon,Arlington,Northern,2,0,0
11/19/2021,B.1.526,Iota,Loudoun,Northern,5,0,0
11/19/2021,B.1.429,Epsilon,Piedmont,Central,0,0,0
11/19/2021,B.1.617.2,Delta,Peninsula,Eastern,273,5,3
11/19/2021,B.1.621,Mu,Peninsula,Eastern,0,0,0
11/19/2021,B.1.429,Epsilon,Southside,Central,0,0,0
11/19/2021,B.1.351,Beta,Chesterfield,Central,7,0,0
11/19/2021,B.1.1.7,Alpha,Roanoke,Southwest,48,8,1
11/19/2021,B.1.525,Eta,Crater,Central,0,0,0
11/19/2021,B.1.1.7,Alpha,Henrico,Central,126,4,3
11/19/2021,B.1.526,Iota,Lenowisco,Southwest,2,0,0
11/19/2021,P.2,Zeta,Hampton,Eastern,0,0,0
11/19/2021,B.1.617.1,Kappa,Peninsula,Eastern,0,0,0
11/19/2021,B.1.617.2,Delta,Lenowisco,Southwest,95,1,0
11/19/2021,B.1.526,Iota,Crater,Central,3,0,0
11/19/2021,B.1.617.3,,Roanoke,Southwest,0,0,0
11/19/2021,B.1.1.7,Alpha,Chesterfield,Central,134,5,1
11/19/2021,B.1.351,Beta,Loudoun,Northern,4,0,0
11/19/2021,B.1.621,Mu,Mount Rogers,Southwest,0,0,0
11/19/2021,B.1.351,Beta,West Piedmont,Southwest,0,0,0
11/19/2021,B.1.617.1,Kappa,Chesapeake,Eastern,0,0,0
11/19/2021,B.1.526,Iota,Hampton,Eastern,1,0,0
11/19/2021,B.1.429,Epsilon,Norfolk,Eastern,2,0,0
11/19/2021,B.1.427,Epsilon,Piedmont,Central,0,0,0
11/19/2021,B.1.525,Eta,Virginia Beach,Eastern,0,0,0
11/19/2021,B.1.621,Mu,Three Rivers,Eastern,0,0,0
11/19/2021,B.1.617.1,Kappa,Alexandria,Northern,0,0,0
11/19/2021,B.1.617.3,,Rappahannock,Northwest,0,0,0
11/19/2021,B.1.526,Iota,Henrico,Central,8,0,0
11/19/2021,B.1.351,Beta,Crater,Central,4,1,0
11/19/2021,B.1.526,Iota,Three Rivers,Eastern,1,0,0
11/19/2021,B.1.429,Epsilon,Rappahannock,Northwest,0,0,0
11/19/2021,B.1.1.7,Alpha,Prince William,Northern,108,2,1
11/19/2021,B.1.525,Eta,Blue Ridge,Northwest,0,0,0
11/19/2021,B.1.1.7,Alpha,Central Shenandoah,Northwest,92,2,1
11/19/2021,B.1.427,Epsilon,Pittsylvania-Danville,Southwest,0,0,0
11/19/2021,B.1.617.3,,Chickahominy,Central,0,0,0
11/19/2021,B.1.526,Iota,Chickahominy,Central,3,0,0
11/19/2021,B.1.621,Mu,Cumberland Plateau,Southwest,0,0,0
11/19/2021,B.1.525,Eta,Henrico,Central,0,0,0
11/19/2021,P.2,Zeta,Blue Ridge,Northwest,0,0,0
11/19/2021,B.1.1.7,Alpha,Lord Fairfax,Northwest,72,2,1
11/19/2021,B.1.617.3,,Crater,Central,0,0,0
11/19/2021,P.2,Zeta,Fairfax,Northern,0,0,0
11/19/2021,B.1.617.2,Delta,Loudoun,Northern,319,24,3
11/19/2021,B.1.621,Mu,Richmond,Central,0,0,0
11/19/2021,B.1.617.3,,Hampton,Eastern,0,0,0
11/19/2021,B.1.526,Iota,Western Tidewater,Eastern,3,0,0
11/19/2021,B.1.427,Epsilon,Henrico,Central,0,0,0
11/19/2021,B.1.525,Eta,Chesapeake,Eastern,0,0,0
11/19/2021,B.1.617.1,Kappa,Piedmont,Central,0,0,0
11/19/2021,B.1.351,Beta,Richmond,Central,2,0,0
11/19/2021,B.1.429,Epsilon,Arlington,Northern,2,0,0
11/19/2021,B.1.427,Epsilon,Alleghany,Southwest,0,0,0
11/19/2021,B.1.429,Epsilon,Lord Fairfax,Northwest,1,0,0
11/19/2021,B.1.1.7,Alpha,West Piedmont,Southwest,53,15,2
11/19/2021,B.1.525,Eta,Alleghany,Southwest,0,0,0
11/19/2021,B.1.617.3,,Alleghany,Southwest,0,0,0
11/19/2021,B.1.351,Beta,Arlington,Northern,0,0,0
11/19/2021,B.1.617.2,Delta,Richmond,Central,652,19,9
11/19/2021,B.1.617.3,,Mount Rogers,Southwest,1,0,0
11/19/2021,P.1,Gamma,West Piedmont,Southwest,4,2,0
11/19/2021,B.1.429,Epsilon,Central Virginia,Southwest,2,0,0
11/19/2021,P.1,Gamma,Virginia Beach,Eastern,10,1,0
11/19/2021,B.1.1.7,Alpha,Peninsula,Eastern,114,5,3
11/19/2021,B.1.351,Beta,Fairfax,Northern,7,0,0
11/19/2021,B.1.351,Beta,Three Rivers,Eastern,1,0,0
11/19/2021,P.2,Zeta,Rappahannock,Northwest,1,0,0
11/19/2021,B.1.525,Eta,Roanoke,Southwest,0,0,0
11/19/2021,B.1.1.7,Alpha,Norfolk,Eastern,50,4,2
11/19/2021,B.1.525,Eta,Loudoun,Northern,0,0,0
11/19/2021,B.1.429,Epsilon,Prince William,Northern,7,2,0
11/19/2021,B.1.617.3,,Henrico,Central,0,0,0
11/19/2021,B.1.526,Iota,Lord Fairfax,Northwest,3,0,0
11/19/2021,P.2,Zeta,Lenowisco,Southwest,0,0,0
11/19/2021,B.1.427,Epsilon,Cumberland Plateau,Southwest,0,0,0
11/19/2021,P.2,Zeta,Henrico,Central,3,0,0
11/19/2021,B.1.1.7,Alpha,Cumberland Plateau,Southwest,29,4,0
11/19/2021,P.2,Zeta,Central Shenandoah,Northwest,1,0,0
11/19/2021,B.1.429,Epsilon,Central Shenandoah,Northwest,8,0,1
11/19/2021,B.1.617.1,Kappa,Rappahannock Rapidan,Northwest,0,0,0
11/19/2021,B.1.1.7,Alpha,Rappahannock,Northwest,112,7,3
11/19/2021,B.1.617.1,Kappa,Mount Rogers,Southwest,0,0,0
11/19/2021,B.1.1.7,Alpha,Chesapeake,Eastern,94,2,2
11/19/2021,B.1.525,Eta,Lord Fairfax,Northwest,15,1,0
11/19/2021,B.1.351,Beta,Western Tidewater,Eastern,4,0,0
11/19/2021,B.1.525,Eta,Cumberland Plateau,Southwest,0,0,0
11/19/2021,B.1.621,Mu,Central Shenandoah,Northwest,0,0,0
11/19/2021,B.1.617.1,Kappa,Central Virginia,Southwest,0,0,0
11/19/2021,B.1.429,Epsilon,Alleghany,Southwest,0,0,0
11/19/2021,B.1.621,Mu,Fairfax,Northern,0,0,0
11/19/2021,P.2,Zeta,Richmond,Central,1,0,0
11/19/2021,B.1.617.1,Kappa,Lenowisco,Southwest,2,0,0
11/19/2021,B.1.617.1,Kappa,Central Shenandoah,Northwest,0,0,0
11/19/2021,B.1.351,Beta,Hampton,Eastern,9,2,0
11/19/2021,P.1,Gamma,Piedmont,Central,1,0,0
11/19/2021,B.1.617.2,Delta,Blue Ridge,Northwest,0,0,0
11/19/2021,P.2,Zeta,Eastern Shore,Eastern,0,0,0
11/19/2021,B.1.1.7,Alpha,Rappahannock Rapidan,Northwest,122,8,3
11/19/2021,P.1,Gamma,Prince William,Northern,8,0,0
11/19/2021,P.2,Zeta,Alleghany,Southwest,0,0,0
11/19/2021,B.1.525,Eta,Arlington,Northern,1,0,0
11/19/2021,B.1.617.2,Delta,Mount Rogers,Southwest,476,28,7
11/19/2021,B.1.429,Epsilon,Richmond,Central,2,0,0
11/19/2021,B.1.621,Mu,Piedmont,Central,0,0,0
11/19/2021,B.1.427,Epsilon,Portsmouth,Eastern,6,1,0
11/19/2021,B.1.617.3,,Southside,Central,0,0,0
11/19/2021,B.1.621,Mu,Lenowisco,Southwest,0,0,0
11/19/2021,B.1.617.2,Delta,Cumberland Plateau,Southwest,95,4,1
11/19/2021,P.2,Zeta,Prince William,Northern,0,0,0
11/19/2021,B.1.617.1,Kappa,Roanoke,Southwest,0,0,0
11/19/2021,B.1.1.7,Alpha,Blue Ridge,Northwest,0,0,0
11/19/2021,B.1.617.1,Kappa,Norfolk,Eastern,0,0,0
11/19/2021,B.1.351,Beta,Alleghany,Southwest,0,0,0
11/19/2021,P.2,Zeta,Chickahominy,Central,0,0,0
11/19/2021,B.1.617.3,,Arlington,Northern,0,0,0
11/19/2021,B.1.526,Iota,Prince William,Northern,5,0,0
11/19/2021,B.1.526,Iota,Portsmouth,Eastern,2,0,0
11/19/2021,B.1.525,Eta,Western Tidewater,Eastern,1,1,1
11/19/2021,B.1.621,Mu,Prince William,Northern,0,0,0
11/19/2021,B.1.617.1,Kappa,Rappahannock,Northwest,0,0,0
11/19/2021,B.1.617.2,Delta,Norfolk,Eastern,225,14,4
11/19/2021,B.1.621,Mu,West Piedmont,Southwest,0,0,0
11/19/2021,B.1.617.1,Kappa,Chesterfield,Central,0,0,0
11/19/2021,P.1,Gamma,Alexandria,Northern,2,0,0
11/19/2021,P.2,Zeta,Three Rivers,Eastern,0,0,0
11/19/2021,B.1.617.2,Delta,Fairfax,Northern,1023,48,14
11/19/2021,B.1.617.2,Delta,Chesapeake,Eastern,278,4,2
11/26/2021,B.1.525,Eta,Fairfax,Northern,4,0,0
11/26/2021,P.2,Zeta,Rappahannock Rapidan,Northwest,6,0,0
11/26/2021,P.2,Zeta,Mount Rogers,Southwest,0,0,0
11/26/2021,B.1.617.1,Kappa,Three Rivers,Eastern,0,0,0
11/26/2021,B.1.1.7,Alpha,New River,Southwest,135,5,0
11/26/2021,B.1.427,Epsilon,Peninsula,Eastern,2,0,0
11/26/2021,B.1.526,Iota,Virginia Beach,Eastern,9,0,0
11/26/2021,B.1.351,Beta,New River,Southwest,1,0,0
11/26/2021,P.2,Zeta,Pittsylvania-Danville,Southwest,0,0,0
11/26/2021,B.1.351,Beta,Pittsylvania-Danville,Southwest,1,0,0
11/26/2021,B.1.525,Eta,Prince William,Northern,1,0,0
11/26/2021,B.1.617.3,,New River,Southwest,0,0,0
11/26/2021,B.1.617.1,Kappa,Southside,Central,0,0,0
11/26/2021,B.1.351,Beta,Roanoke,Southwest,0,0,0
11/26/2021,B.1.427,Epsilon,Richmond,Central,2,0,1
11/26/2021,P.2,Zeta,Virginia Beach,Eastern,2,0,0
11/26/2021,B.1.621,Mu,Virginia Beach,Eastern,2,0,0
11/26/2021,B.1.526,Iota,Peninsula,Eastern,5,0,0
11/26/2021,B.1.525,Eta,Piedmont,Central,0,0,0
11/26/2021,B.1.525,Eta,Three Rivers,Eastern,0,0,0
11/26/2021,B.1.351,Beta,Norfolk,Eastern,8,1,0
11/26/2021,B.1.429,Epsilon,Chesapeake,Eastern,1,0,0
11/26/2021,P.2,Zeta,West Piedmont,Southwest,1,0,0
11/26/2021,B.1.617.3,,Alexandria,Northern,0,0,0
11/26/2021,B.1.617.1,Kappa,New River,Southwest,0,0,0
11/26/2021,B.1.1.7,Alpha,Eastern Shore,Eastern,13,1,0
11/26/2021,B.1.621,Mu,Norfolk,Eastern,0,0,0
11/26/2021,B.1.1.7,Alpha,Central Virginia,Southwest,128,8,4
11/26/2021,B.1.1.7,Alpha,Pittsylvania-Danville,Southwest,20,2,1
11/26/2021,B.1.617.2,Delta,Western Tidewater,Eastern,236,17,6
11/26/2021,B.1.621,Mu,Blue Ridge,Northwest,0,0,0
11/26/2021,P.2,Zeta,Cumberland Plateau,Southwest,2,0,0
11/26/2021,B.1.617.2,Delta,Three Rivers,Eastern,281,5,4
11/26/2021,B.1.526,Iota,Cumberland Plateau,Southwest,1,1,0
11/26/2021,P.1,Gamma,Central Shenandoah,Northwest,3,0,0
11/26/2021,P.1,Gamma,Lord Fairfax,Northwest,5,1,0
11/26/2021,B.1.617.1,Kappa,Richmond,Central,0,0,0
11/26/2021,P.1,Gamma,Loudoun,Northern,13,0,0
11/26/2021,B.1.429,Epsilon,Three Rivers,Eastern,1,0,0
11/26/2021,B.1.526,Iota,Roanoke,Southwest,5,2,0
11/26/2021,P.2,Zeta,Norfolk,Eastern,0,0,0
11/26/2021,B.1.621,Mu,Rappahannock Rapidan,Northwest,0,0,0
11/26/2021,B.1.621,Mu,Alexandria,Northern,0,0,0
11/26/2021,B.1.351,Beta,Prince William,Northern,3,1,0
11/26/2021,B.1.429,Epsilon,Portsmouth,Eastern,0,0,0
11/26/2021,B.1.351,Beta,Alexandria,Northern,0,0,0
11/26/2021,P.1,Gamma,Chesterfield,Central,5,0,0
11/26/2021,B.1.617.2,Delta,New River,Southwest,305,15,3
11/26/2021,B.1.427,Epsilon,Chesterfield,Central,9,1,0
11/26/2021,B.1.429,Epsilon,Lenowisco,Southwest,0,0,0
11/26/2021,B.1.351,Beta,Rappahannock,Northwest,1,0,0
11/26/2021,P.1,Gamma,Three Rivers,Eastern,3,2,1
11/26/2021,B.1.427,Epsilon,Lenowisco,Southwest,0,0,0
11/26/2021,B.1.351,Beta,Peninsula,Eastern,4,0,0
11/26/2021,P.2,Zeta,Western Tidewater,Eastern,0,0,0
11/26/2021,B.1.427,Epsilon,Prince William,Northern,1,0,0
11/26/2021,B.1.617.2,Delta,Eastern Shore,Eastern,91,4,3
11/26/2021,B.1.617.2,Delta,Southside,Central,79,3,3
11/26/2021,B.1.617.1,Kappa,Prince William,Northern,0,0,0
11/26/2021,B.1.617.2,Delta,West Piedmont,Southwest,238,10,5
11/26/2021,B.1.525,Eta,Richmond,Central,0,0,0
11/26/2021,P.2,Zeta,Roanoke,Southwest,1,0,0
11/26/2021,B.1.617.3,,Lord Fairfax,Northwest,0,0,0
11/26/2021,B.1.526,Iota,Arlington,Northern,4,0,0
11/26/2021,B.1.617.1,Kappa,Fairfax,Northern,1,0,0
11/26/2021,B.1.427,Epsilon,Southside,Central,0,0,0
11/26/2021,P.1,Gamma,Arlington,Northern,3,0,0
11/26/2021,B.1.621,Mu,Chickahominy,Central,0,0,0
11/26/2021,B.1.351,Beta,Portsmouth,Eastern,12,3,0
11/26/2021,B.1.429,Epsilon,Eastern Shore,Eastern,0,0,0
11/26/2021,P.1,Gamma,Blue Ridge,Northwest,0,0,0
11/26/2021,B.1.617.2,Delta,Prince William,Northern,394,10,7
11/26/2021,B.1.427,Epsilon,Mount Rogers,Southwest,0,0,0
11/26/2021,P.2,Zeta,Lord Fairfax,Northwest,0,0,0
11/26/2021,P.1,Gamma,Pittsylvania-Danville,Southwest,0,0,0
11/26/2021,B.1.429,Epsilon,Chesterfield,Central,0,0,0
11/26/2021,B.1.427,Epsilon,Central Virginia,Southwest,0,0,0
11/26/2021,B.1.1.7,Alpha,Fairfax,Northern,245,6,1
11/26/2021,B.1.351,Beta,Lord Fairfax,Northwest,1,0,0
11/26/2021,B.1.617.1,Kappa,Western Tidewater,Eastern,0,0,0
11/26/2021,B.1.351,Beta,Rappahannock Rapidan,Northwest,4,0,0
11/26/2021,B.1.526,Iota,Alleghany,Southwest,11,2,0
11/26/2021,B.1.1.7,Alpha,Hampton,Eastern,42,0,0
11/26/2021,B.1.617.1,Kappa,Lord Fairfax,Northwest,0,0,0
11/26/2021,B.1.617.3,,Cumberland Plateau,Southwest,0,0,0
11/26/2021,P.2,Zeta,Chesterfield,Central,1,0,0
11/26/2021,B.1.617.2,Delta,Piedmont,Central,157,11,3
11/26/2021,B.1.1.7,Alpha,Virginia Beach,Eastern,76,1,1
11/26/2021,B.1.427,Epsilon,Loudoun,Northern,3,0,0
11/26/2021,P.1,Gamma,Rappahannock Rapidan,Northwest,9,0,0
11/26/2021,B.1.429,Epsilon,Fairfax,Northern,4,0,0
11/26/2021,B.1.617.1,Kappa,Loudoun,Northern,3,0,0
11/26/2021,B.1.617.3,,Fairfax,Northern,0,0,0
11/26/2021,B.1.617.2,Delta,Henrico,Central,708,20,12
11/26/2021,B.1.526,Iota,Central Virginia,Southwest,12,0,0
11/26/2021,B.1.617.1,Kappa,Arlington,Northern,0,0,0
11/26/2021,P.2,Zeta,Arlington,Northern,0,0,0
11/26/2021,B.1.429,Epsilon,Pittsylvania-Danville,Southwest,1,0,0
11/26/2021,B.1.617.1,Kappa,Chickahominy,Central,0,0,0
11/26/2021,B.1.617.3,,Peninsula,Eastern,1,0,0
11/26/2021,B.1.351,Beta,Central Shenandoah,Northwest,2,0,0
11/26/2021,B.1.617.3,,Virginia Beach,Eastern,0,0,0
11/26/2021,B.1.525,Eta,Rappahannock Rapidan,Northwest,7,0,0
11/26/2021,B.1.1.7,Alpha,Lenowisco,Southwest,23,2,0
11/26/2021,B.1.525,Eta,Norfolk,Eastern,1,0,0
11/26/2021,B.1.429,Epsilon,West Piedmont,Southwest,0,0,0
11/26/2021,B.1.525,Eta,Lenowisco,Southwest,1,0,0
11/26/2021,P.1,Gamma,Portsmouth,Eastern,5,1,0
11/26/2021,P.1,Gamma,Chesapeake,Eastern,12,3,1
11/26/2021,B.1.526,Iota,Central Shenandoah,Northwest,15,0,0
11/26/2021,B.1.351,Beta,Mount Rogers,Southwest,1,0,0
11/26/2021,B.1.621,Mu,Crater,Central,0,0,0
11/26/2021,B.1.1.7,Alpha,Three Rivers,Eastern,29,2,0
11/26/2021,B.1.351,Beta,Lenowisco,Southwest,2,1,1
11/26/2021,B.1.1.7,Alpha,Mount Rogers,Southwest,271,23,3
11/26/2021,B.1.351,Beta,Piedmont,Central,4,0,1
11/26/2021,B.1.621,Mu,Hampton,Eastern,0,0,0
11/26/2021,B.1.617.2,Delta,Crater,Central,259,13,5
11/26/2021,B.1.429,Epsilon,Mount Rogers,Southwest,1,0,0
11/26/2021,B.1.617.3,,Norfolk,Eastern,0,0,0
11/26/2021,B.1.429,Epsilon,Hampton,Eastern,0,0,0
11/26/2021,B.1.617.2,Delta,Arlington,Northern,133,11,3
11/26/2021,B.1.427,Epsilon,Three Rivers,Eastern,1,0,0
11/26/2021,P.1,Gamma,Norfolk,Eastern,6,0,0
11/26/2021,P.1,Gamma,Central Virginia,Southwest,5,0,0
11/26/2021,B.1.525,Eta,Alexandria,Northern,1,0,0
11/26/2021,P.1,Gamma,Hampton,Eastern,3,0,1
11/26/2021,B.1.427,Epsilon,Central Shenandoah,Northwest,4,0,0
11/26/2021,B.1.427,Epsilon,Chesapeake,Eastern,3,0,0
11/26/2021,B.1.429,Epsilon,Blue Ridge,Northwest,0,0,0
11/26/2021,B.1.429,Epsilon,Roanoke,Southwest,2,1,0
11/26/2021,B.1.427,Epsilon,Rappahannock Rapidan,Northwest,2,0,0
11/26/2021,B.1.621,Mu,Alleghany,Southwest,0,0,0
11/26/2021,B.1.429,Epsilon,Crater,Central,1,0,0
11/26/2021,B.1.526,Iota,Richmond,Central,2,0,0
11/26/2021,B.1.351,Beta,Chickahominy,Central,3,0,0
11/26/2021,B.1.525,Eta,Hampton,Eastern,1,0,0
11/26/2021,B.1.525,Eta,New River,Southwest,0,0,0
11/26/2021,P.1,Gamma,Roanoke,Southwest,8,2,0
11/26/2021,P.2,Zeta,Chesapeake,Eastern,0,0,0
11/26/2021,B.1.429,Epsilon,Alexandria,Northern,3,0,0
11/26/2021,B.1.617.3,,Three Rivers,Eastern,0,0,0
11/26/2021,B.1.427,Epsilon,Virginia Beach,Eastern,3,0,0
11/26/2021,B.1.427,Epsilon,Norfolk,Eastern,8,1,0
11/26/2021,P.1,Gamma,Fairfax,Northern,14,2,0
11/26/2021,B.1.429,Epsilon,Henrico,Central,3,0,0
11/26/2021,B.1.617.2,Delta,Portsmouth,Eastern,146,1,1
11/26/2021,B.1.617.1,Kappa,Cumberland Plateau,Southwest,0,0,0
11/26/2021,P.2,Zeta,New River,Southwest,0,0,0
11/26/2021,B.1.617.2,Delta,Chesterfield,Central,664,18,15
11/26/2021,B.1.617.2,Delta,Virginia Beach,Eastern,500,10,4
11/26/2021,B.1.617.2,Delta,Alexandria,Northern,112,5,0
11/26/2021,B.1.526,Iota,Southside,Central,3,0,0
11/26/2021,B.1.525,Eta,Central Virginia,Southwest,1,0,0
11/26/2021,B.1.617.2,Delta,Pittsylvania-Danville,Southwest,110,6,5
11/26/2021,B.1.621,Mu,Roanoke,Southwest,0,0,0
11/26/2021,B.1.525,Eta,Peninsula,Eastern,3,0,0
11/26/2021,P.1,Gamma,Western Tidewater,Eastern,4,0,0
11/26/2021,B.1.525,Eta,Rappahannock,Northwest,1,0,0
11/26/2021,P.2,Zeta,Alexandria,Northern,0,0,0
11/26/2021,P.2,Zeta,Peninsula,Eastern,0,0,0
11/26/2021,B.1.525,Eta,Central Shenandoah,Northwest,9,0,0
11/26/2021,B.1.617.2,Delta,Hampton,Eastern,129,2,0
11/26/2021,B.1.1.7,Alpha,Southside,Central,16,0,0
11/26/2021,B.1.621,Mu,Central Virginia,Southwest,0,0,0
11/26/2021,B.1.617.2,Delta,Central Shenandoah,Northwest,721,13,5
11/26/2021,B.1.617.1,Kappa,Pittsylvania-Danville,Southwest,0,0,0
11/26/2021,B.1.617.2,Delta,Alleghany,Southwest,525,28,17
11/26/2021,B.1.427,Epsilon,Rappahannock,Northwest,4,0,0
11/26/2021,B.1.621,Mu,Arlington,Northern,0,0,0
11/26/2021,B.1.429,Epsilon,Rappahannock Rapidan,Northwest,6,1,0
11/26/2021,B.1.617.3,,Western Tidewater,Eastern,0,0,0
11/26/2021,B.1.429,Epsilon,Virginia Beach,Eastern,5,0,0
11/26/2021,B.1.526,Iota,New River,Southwest,2,0,0
11/26/2021,B.1.351,Beta,Blue Ridge,Northwest,0,0,0
11/26/2021,B.1.351,Beta,Southside,Central,0,0,0
11/26/2021,B.1.617.3,,Richmond,Central,0,0,0
11/26/2021,B.1.429,Epsilon,Western Tidewater,Eastern,2,0,0
11/26/2021,B.1.1.7,Alpha,Loudoun,Northern,103,2,1
11/26/2021,B.1.617.2,Delta,Lord Fairfax,Northwest,469,16,3
11/26/2021,B.1.526,Iota,Rappahannock Rapidan,Northwest,18,1,1
11/26/2021,P.1,Gamma,Cumberland Plateau,Southwest,0,0,0
11/26/2021,B.1.351,Beta,Central Virginia,Southwest,3,0,0
11/26/2021,B.1.621,Mu,Loudoun,Northern,0,0,0
11/26/2021,B.1.526,Iota,Fairfax,Northern,14,0,0
11/26/2021,B.1.526,Iota,Eastern Shore,Eastern,1,0,0
11/26/2021,B.1.617.3,,Chesterfield,Central,0,0,0
11/26/2021,B.1.351,Beta,Virginia Beach,Eastern,22,1,0
11/26/2021,B.1.617.3,,Loudoun,Northern,0,0,0
11/26/2021,B.1.427,Epsilon,Fairfax,Northern,3,0,0
11/26/2021,B.1.617.3,,Chesapeake,Eastern,0,0,0
11/26/2021,B.1.525,Eta,Southside,Central,0,0,0
11/26/2021,B.1.526,Iota,Mount Rogers,Southwest,17,0,0
11/26/2021,B.1.525,Eta,Eastern Shore,Eastern,0,0,0
11/26/2021,B.1.617.3,,West Piedmont,Southwest,0,0,0
11/26/2021,B.1.427,Epsilon,Chickahominy,Central,5,0,0
11/26/2021,B.1.617.1,Kappa,Alleghany,Southwest,0,0,0
11/26/2021,P.1,Gamma,Eastern Shore,Eastern,2,0,0
11/26/2021,P.2,Zeta,Central Virginia,Southwest,0,0,0
11/26/2021,B.1.621,Mu,Eastern Shore,Eastern,2,0,0
11/26/2021,B.1.1.7,Alpha,Alleghany,Southwest,106,9,2
11/26/2021,B.1.429,Epsilon,Loudoun,Northern,2,0,0
11/26/2021,P.1,Gamma,Henrico,Central,6,1,0
11/26/2021,B.1.621,Mu,Henrico,Central,0,0,0
11/26/2021,B.1.617.3,,Eastern Shore,Eastern,0,0,0
11/26/2021,B.1.1.7,Alpha,Western Tidewater,Eastern,59,2,0
11/26/2021,B.1.617.3,,Blue Ridge,Northwest,0,0,0
11/26/2021,B.1.427,Epsilon,West Piedmont,Southwest,2,0,0
11/26/2021,B.1.621,Mu,Southside,Central,0,0,0
11/26/2021,B.1.1.7,Alpha,Portsmouth,Eastern,47,2,1
11/26/2021,B.1.621,Mu,Rappahannock,Northwest,1,0,0
11/26/2021,P.2,Zeta,Southside,Central,0,0,0
11/26/2021,P.2,Zeta,Loudoun,Northern,1,0,0
11/26/2021,B.1.617.3,,Portsmouth,Eastern,0,0,0
11/26/2021,B.1.617.3,,Rappahannock Rapidan,Northwest,0,0,0
11/26/2021,B.1.617.2,Delta,Roanoke,Southwest,338,15,12
11/26/2021,B.1.617.3,,Piedmont,Central,0,0,0
11/26/2021,B.1.621,Mu,Chesapeake,Eastern,0,0,0
11/26/2021,B.1.621,Mu,Portsmouth,Eastern,0,0,0
11/26/2021,B.1.427,Epsilon,Eastern Shore,Eastern,0,0,0
11/26/2021,B.1.617.1,Kappa,Crater,Central,1,0,0
11/26/2021,B.1.621,Mu,Pittsylvania-Danville,Southwest,0,0,0
11/26/2021,P.1,Gamma,Alleghany,Southwest,7,0,0
11/26/2021,B.1.1.7,Alpha,Chickahominy,Central,73,0,1
11/26/2021,B.1.617.3,,Central Virginia,Southwest,0,0,0
11/26/2021,P.1,Gamma,Southside,Central,1,0,0
11/26/2021,B.1.526,Iota,Norfolk,Eastern,1,0,0
11/26/2021,B.1.427,Epsilon,New River,Southwest,0,0,0
11/26/2021,B.1.525,Eta,Chesterfield,Central,0,0,0
11/26/2021,B.1.429,Epsilon,Peninsula,Eastern,7,0,0
11/26/2021,P.2,Zeta,Portsmouth,Eastern,0,0,0
11/26/2021,B.1.617.1,Kappa,Eastern Shore,Eastern,0,0,0
11/26/2021,B.1.526,Iota,Alexandria,Northern,2,0,0
11/26/2021,B.1.617.1,Kappa,Henrico,Central,0,0,0
11/26/2021,B.1.617.3,,Lenowisco,Southwest,0,0,0
11/26/2021,P.2,Zeta,Crater,Central,0,0,0
11/26/2021,B.1.427,Epsilon,Blue Ridge,Northwest,0,0,0
11/26/2021,B.1.525,Eta,Mount Rogers,Southwest,0,0,0
11/26/2021,B.1.525,Eta,West Piedmont,Southwest,0,0,0
11/26/2021,P.1,Gamma,Richmond,Central,3,2,0
11/26/2021,B.1.525,Eta,Portsmouth,Eastern,0,0,0
11/26/2021,B.1.525,Eta,Pittsylvania-Danville,Southwest,1,0,0
11/26/2021,B.1.617.1,Kappa,Blue Ridge,Northwest,0,0,0
11/26/2021,B.1.617.3,,Prince William,Northern,0,0,0
11/26/2021,B.1.429,Epsilon,New River,Southwest,3,0,0
11/26/2021,P.2,Zeta,Piedmont,Central,0,0,0
11/26/2021,B.1.526,Iota,Blue Ridge,Northwest,0,0,0
11/26/2021,B.1.617.2,Delta,Chickahominy,Central,259,9,2
11/26/2021,B.1.617.2,Delta,Central Virginia,Southwest,589,21,6
11/26/2021,B.1.429,Epsilon,Cumberland Plateau,Southwest,0,0,0
11/26/2021,B.1.351,Beta,Chesapeake,Eastern,17,1,1
11/26/2021,P.1,Gamma,Crater,Central,0,0,0
11/26/2021,B.1.617.1,Kappa,Portsmouth,Eastern,0,0,0
11/26/2021,B.1.617.1,Kappa,Hampton,Eastern,0,0,0
11/26/2021,B.1.621,Mu,Western Tidewater,Eastern,0,0,0
11/26/2021,B.1.617.2,Delta,Rappahannock Rapidan,Northwest,481,30,9
11/26/2021,B.1.1.7,Alpha,Crater,Central,83,7,1
11/26/2021,B.1.617.3,,Pittsylvania-Danville,Southwest,0,0,0
11/26/2021,B.1.617.1,Kappa,West Piedmont,Southwest,0,0,0
11/26/2021,B.1.621,Mu,Lord Fairfax,Northwest,1,0,0
11/26/2021,P.1,Gamma,Chickahominy,Central,1,0,0
11/26/2021,B.1.621,Mu,New River,Southwest,0,0,0
11/26/2021,B.1.351,Beta,Henrico,Central,2,0,0
